strategy,model,budget,metric,value
attention,baseline,128,detection.question_unanswered.f1,0.0
attention,baseline,128,detection.irrelevant.precision,0.783960166012807
attention,baseline,128,detection.irrelevant.recall,0.6665321721479455
attention,baseline,128,detection.irrelevant.f1,0.7113956218039674
attention,baseline,128,detection.macro_avg.precision,0.343134945203997
attention,baseline,128,detection.macro_avg.recall,0.3730541833309632
attention,baseline,128,detection.macro_avg.f1,0.34073533615079354
attention,baseline,128,agenda_completeness,0.375
attention,baseline,128,hardware.avg_latency_ms,316.4887331324327
attention,baseline,128,hardware.total_relevant,28.35
attention,baseline,128,hardware.final_buffer_size,8.9
attention,baseline,128,hardware.final_buffer_tokens,117.45
attention,baseline,256,n_conversations,20.0
attention,baseline,256,elapsed_sec,25.4
attention,baseline,256,rouge.rouge1,0.6760041535218136
attention,baseline,256,rouge.rouge2,0.4909814836032805
attention,baseline,256,rouge.rougeL,0.6509274010227217
attention,baseline,256,bertscore,0.870536595582962
attention,baseline,256,detection.agenda_item.precision,0.35750000000000004
attention,baseline,256,detection.agenda_item.recall,0.275
attention,baseline,256,detection.agenda_item.f1,0.29357142857142854
attention,baseline,256,detection.detail.precision,0.6361548908443055
attention,baseline,256,detection.detail.recall,0.8687044541136613
attention,baseline,256,detection.detail.f1,0.7166914912254096
attention,baseline,256,detection.medication.precision,0.3
attention,baseline,256,detection.medication.recall,0.21666666666666665
attention,baseline,256,detection.medication.f1,0.2333333333333333
attention,baseline,256,detection.social_history.precision,0.0
attention,baseline,256,detection.social_history.recall,0.0
attention,baseline,256,detection.social_history.f1,0.0
attention,baseline,256,detection.follow_up.precision,0.0
attention,baseline,256,detection.follow_up.recall,0.0
attention,baseline,256,detection.follow_up.f1,0.0
attention,baseline,256,detection.question.precision,0.7056091702415233
attention,baseline,256,detection.question.recall,0.8576325063825063
attention,baseline,256,detection.question.f1,0.7443505164535869
attention,baseline,256,detection.question_unanswered.precision,0.0
attention,baseline,256,detection.question_unanswered.recall,0.0
attention,baseline,256,detection.question_unanswered.f1,0.0
attention,baseline,256,detection.irrelevant.precision,0.7923794353616717
attention,baseline,256,detection.irrelevant.recall,0.7151142080866262
attention,baseline,256,detection.irrelevant.f1,0.727038111615063
attention,baseline,256,detection.macro_avg.precision,0.3489554370559375
attention,baseline,256,detection.macro_avg.recall,0.36663972940618256
attention,baseline,256,detection.macro_avg.f1,0.33937311014985266
attention,baseline,256,agenda_completeness,0.275
attention,baseline,256,hardware.avg_latency_ms,226.4900074752296
attention,baseline,256,hardware.total_relevant,27.25
attention,baseline,256,hardware.final_buffer_size,17.9
attention,baseline,256,hardware.final_buffer_tokens,249.3
attention,baseline,512,n_conversations,20.0
attention,baseline,512,elapsed_sec,26.0
attention,baseline,512,rouge.rouge1,0.6757490466931414
attention,baseline,512,rouge.rouge2,0.4931516010064868
attention,baseline,512,rouge.rougeL,0.6507789451395425
attention,baseline,512,bertscore,0.8698408335447312
attention,baseline,512,detection.agenda_item.precision,0.35833333333333334
attention,baseline,512,detection.agenda_item.recall,0.2625
attention,baseline,512,detection.agenda_item.f1,0.2816666666666667
attention,baseline,512,detection.detail.precision,0.6219144689198728
attention,baseline,512,detection.detail.recall,0.8641740984931522
attention,baseline,512,detection.detail.f1,0.7105391572281319
attention,baseline,512,detection.medication.precision,0.3
attention,baseline,512,detection.medication.recall,0.26666666666666666
attention,baseline,512,detection.medication.f1,0.275
attention,baseline,512,detection.social_history.precision,0.0
attention,baseline,512,detection.social_history.recall,0.0
attention,baseline,512,detection.social_history.f1,0.0
attention,baseline,512,detection.follow_up.precision,0.0
attention,baseline,512,detection.follow_up.recall,0.0
attention,baseline,512,detection.follow_up.f1,0.0
attention,baseline,512,detection.question.precision,0.6889370850168064
attention,baseline,512,detection.question.recall,0.8487863525363526
attention,baseline,512,detection.question.f1,0.7339047890755671
attention,baseline,512,detection.question_unanswered.precision,0.0
attention,baseline,512,detection.question_unanswered.recall,0.0
attention,baseline,512,detection.question_unanswered.f1,0.0
attention,baseline,512,detection.irrelevant.precision,0.7712845032026784
attention,baseline,512,detection.irrelevant.recall,0.7011459782630646
attention,baseline,512,detection.irrelevant.f1,0.7213259479714347
attention,baseline,512,detection.macro_avg.precision,0.34255867380908633
attention,baseline,512,detection.macro_avg.recall,0.36790913699490446
attention,baseline,512,detection.macro_avg.f1,0.340304570117725
attention,baseline,512,agenda_completeness,0.3
attention,baseline,512,hardware.avg_latency_ms,147.58183093730108
attention,baseline,512,hardware.total_relevant,27.2
attention,baseline,512,hardware.final_buffer_size,30.75
attention,baseline,512,hardware.final_buffer_tokens,435.8
oracle,baseline,128,n_conversations,20.0
oracle,baseline,128,elapsed_sec,54.4
oracle,baseline,128,rouge.rouge1,0.6749453412278751
oracle,baseline,128,rouge.rouge2,0.4919731716388214
oracle,baseline,128,rouge.rougeL,0.6495336652048814
oracle,baseline,128,bertscore,0.8693089216947556
oracle,baseline,128,detection.agenda_item.precision,0.375
oracle,baseline,128,detection.agenda_item.recall,0.2625
oracle,baseline,128,detection.agenda_item.f1,0.29166666666666663
oracle,baseline,128,detection.detail.precision,0.6188218583612181
oracle,baseline,128,detection.detail.recall,0.8641740984931522
oracle,baseline,128,detection.detail.f1,0.7075764624616351
oracle,baseline,128,detection.medication.precision,0.3
oracle,baseline,128,detection.medication.recall,0.26666666666666666
oracle,baseline,128,detection.medication.f1,0.275
oracle,baseline,128,detection.social_history.precision,0.0
oracle,baseline,128,detection.social_history.recall,0.0
oracle,baseline,128,detection.social_history.f1,0.0
oracle,baseline,128,detection.follow_up.precision,0.0
oracle,baseline,128,detection.follow_up.recall,0.0
oracle,baseline,128,detection.follow_up.f1,0.0
oracle,baseline,128,detection.question.precision,0.6844233005556535
oracle,baseline,128,detection.question.recall,0.8487863525363526
oracle,baseline,128,detection.question.f1,0.7305293719230601
oracle,baseline,128,detection.question_unanswered.precision,0.0
oracle,baseline,128,detection.question_unanswered.recall,0.0
oracle,baseline,128,detection.question_unanswered.f1,0.0
oracle,baseline,128,detection.irrelevant.precision,0.7709172425362942
oracle,baseline,128,detection.irrelevant.recall,0.6999555489971525
oracle,baseline,128,detection.irrelevant.f1,0.7203087373700459
oracle,baseline,128,detection.macro_avg.precision,0.34364530018164574
oracle,baseline,128,detection.macro_avg.recall,0.36776033333666547
oracle,baseline,128,detection.macro_avg.f1,0.3406351548026759
oracle,baseline,128,agenda_completeness,0.3
oracle,baseline,128,hardware.avg_latency_ms,107.179665371223
oracle,baseline,128,hardware.total_relevant,27.4
oracle,baseline,128,hardware.final_buffer_size,34.15
oracle,baseline,128,hardware.final_buffer_tokens,483.7
oracle,baseline,256,n_conversations,20.0
oracle,baseline,256,elapsed_sec,54.4
oracle,baseline,256,rouge.rouge1,0.6749453412278751
oracle,baseline,256,rouge.rouge2,0.4919731716388214
oracle,baseline,256,rouge.rougeL,0.6495336652048814
oracle,baseline,256,bertscore,0.8693089216947556
oracle,baseline,256,detection.agenda_item.precision,0.375
oracle,baseline,256,detection.agenda_item.recall,0.2625
oracle,baseline,256,detection.agenda_item.f1,0.29166666666666663
oracle,baseline,256,detection.detail.precision,0.6188218583612181
oracle,baseline,256,detection.detail.recall,0.8641740984931522
oracle,baseline,256,detection.detail.f1,0.7075764624616351
oracle,baseline,256,detection.medication.precision,0.3
oracle,baseline,256,detection.medication.recall,0.26666666666666666
oracle,baseline,256,detection.medication.f1,0.275
oracle,baseline,256,detection.social_history.precision,0.0
oracle,baseline,256,detection.social_history.recall,0.0
oracle,baseline,256,detection.social_history.f1,0.0
oracle,baseline,256,detection.follow_up.precision,0.0
oracle,baseline,256,detection.follow_up.recall,0.0
oracle,baseline,256,detection.follow_up.f1,0.0
oracle,baseline,256,detection.question.precision,0.6844233005556535
oracle,baseline,256,detection.question.recall,0.8487863525363526
oracle,baseline,256,detection.question.f1,0.7305293719230601
oracle,baseline,256,detection.question_unanswered.precision,0.0
oracle,baseline,256,detection.question_unanswered.recall,0.0
oracle,baseline,256,detection.question_unanswered.f1,0.0
oracle,baseline,256,detection.irrelevant.precision,0.7709172425362942
oracle,baseline,256,detection.irrelevant.recall,0.6999555489971525
oracle,baseline,256,detection.irrelevant.f1,0.7203087373700459
oracle,baseline,256,detection.macro_avg.precision,0.34364530018164574
oracle,baseline,256,detection.macro_avg.recall,0.36776033333666547
oracle,baseline,256,detection.macro_avg.f1,0.3406351548026759
oracle,baseline,256,agenda_completeness,0.3
